,step,loss,lr,mse_mean,mse_std,mse_err,ll_mean,ll_std,ll_err,nc_mean,nc_std,nc_err
34,3329,0.40109593,0.00033869146,,,,,,,,,
35,3339,0.40358928,0.00033964845,,,,,,,,,
36,3349,0.38740182,0.0003406055,,,,,,,,,
37,3359,0.40269852,0.00034156255,,,,,,,,,
38,3369,0.41653487,0.00034251955,,,,,,,,,
39,3379,0.41736776,0.0003434766,,,,,,,,,
40,3389,0.3953644,0.00034443365,,,,,,,,,
41,3399,0.41338545,0.00034539064,,,,,,,,,
42,3409,0.38303733,0.0003463477,,,,,,,,,
43,3419,0.41673714,0.00034730474,,,,,,,,,
44,3429,0.4032732,0.00034826173,,,,,,,,,
45,3439,0.41581917,0.00034921878,,,,,,,,,
46,3449,0.37881777,0.00035017583,,,,,,,,,
47,3459,0.42096248,0.00035113283,,,,,,,,,
48,3469,0.38366407,0.00035208988,,,,,,,,,
49,3479,0.38229448,0.00035304693,,,,,,,,,
50,3489,0.39745355,0.00035400392,,,,,,,,,
51,3499,0.40585208,0.00035496097,,,,,,,,,
52,3509,0.39489242,0.00035591802,,,,,,,,,
53,3519,0.39025012,0.000356875,,,,,,,,,
54,3529,0.41181514,0.00035783206,,,,,,,,,
55,3539,0.39267957,0.0003587891,,,,,,,,,
56,3549,0.38150072,0.00035974616,,,,,,,,,
57,3559,0.419057,0.00036070315,,,,,,,,,
58,3569,0.40682173,0.0003616602,,,,,,,,,
59,3579,0.37666112,0.00036261725,,,,,,,,,
60,3589,0.40821412,0.00036357425,,,,,,,,,
61,3599,0.3970435,0.0003645313,,,,,,,,,
62,3609,0.39302653,0.00036548835,,,,,,,,,
63,3619,0.39623195,0.00036644534,,,,,,,,,
64,3629,0.39157322,0.0003674024,,,,,,,,,
65,3639,0.38254917,0.00036835944,,,,,,,,,
66,3649,0.39989588,0.00036931643,,,,,,,,,
67,3659,0.40969056,0.00037027348,,,,,,,,,
68,3669,0.38365632,0.00037123053,,,,,,,,,
69,3679,0.39440468,0.00037218753,,,,,,,,,
70,3689,0.38276994,0.00037314458,,,,,,,,,
71,3699,0.41636217,0.00037410163,,,,,,,,,
72,3709,0.39579248,0.00037505862,,,,,,,,,
73,3719,0.4269238,0.00037601567,,,,,,,,,
74,3729,0.3784478,0.00037697272,,,,,,,,,
75,3739,0.41158167,0.0003779297,,,,,,,,,
76,3749,0.3909649,0.00037888676,,,,,,,,,
77,3759,0.39452177,0.0003798438,,,,,,,,,
78,3769,0.35600173,0.0003808008,,,,,,,,,
79,3779,0.4132323,0.00038175785,,,,,,,,,
80,3789,0.37378964,0.0003827149,,,,,,,,,
81,3799,0.40046263,0.0003836719,,,,,,,,,
82,3809,0.3767069,0.00038462895,,,,,,,,,
83,3819,0.37540573,0.000385586,,,,,,,,,
84,3829,0.40161812,0.000386543,,,,,,,,,
85,3839,0.37547073,0.00038750004,,,,,,,,,
86,3849,0.3893091,0.0003884571,,,,,,,,,
87,3859,0.38812155,0.00038941408,,,,,,,,,
88,3869,0.3842668,0.00039037113,,,,,,,,,
89,3879,0.38415778,0.00039132818,,,,,,,,,
90,3889,0.37468603,0.00039228518,,,,,,,,,
91,3899,0.39882508,0.00039324223,,,,,,,,,
92,3909,0.3971286,0.00039419928,,,,,,,,,
93,3919,0.38833416,0.00039515627,,,,,,,,,
94,3929,0.42045343,0.00039611332,,,,,,,,,
95,3939,0.38378006,0.00039707037,,,,,,,,,
96,3949,0.4100653,0.00039802736,,,,,,,,,
97,3959,0.40106106,0.0003989844,,,,,,,,,
98,3969,0.38095137,0.00039994146,,,,,,,,,
0,3979,0.39089087,0.00040089845,,,,,,,,,
1,3989,0.3967892,0.0004018555,,,,,,,,,
2,3999,0.36559224,0.00040281255,,,,,,,,,
3,4009,0.37611938,0.00040376955,,,,,,,,,
4,4019,0.39594892,0.0004047266,,,,,,,,,
5,4029,0.3878098,0.00040568365,,,,,,,,,
6,4039,0.40694055,0.00040664064,,,,,,,,,
7,4049,0.3941821,0.0004075977,,,,,,,,,
8,4059,0.387871,0.00040855474,,,,,,,,,
9,4069,0.37692088,0.00040951173,,,,,,,,,
10,4079,0.3685162,0.00041046878,,,,,,,,,
11,4089,0.38863304,0.00041142583,,,,,,,,,
12,4099,0.4027324,0.00041238283,,,,,,,,,
13,4109,0.39439037,0.00041333988,,,,,,,,,
14,4119,0.36710274,0.00041429693,,,,,,,,,
15,4129,0.3941375,0.00041525392,,,,,,,,,
16,4139,0.3853413,0.00041621097,,,,,,,,,
17,4149,0.3964296,0.00041716802,,,,,,,,,
18,4159,0.37423834,0.00041812507,,,,,,,,,
19,4169,0.37335432,0.00041908206,,,,,,,,,
20,4179,0.36639923,0.0004200391,,,,,,,,,
21,4189,0.38962042,0.00042099616,,,,,,,,,
22,4199,0.38913548,0.00042195315,,,,,,,,,
23,4209,0.3710261,0.0004229102,,,,,,,,,
24,4219,0.35987705,0.00042386726,,,,,,,,,
25,4229,0.37029913,0.00042482425,,,,,,,,,
26,4239,0.41176233,0.0004257813,,,,,,,,,
27,4249,0.37817544,0.00042673835,,,,,,,,,
28,4259,0.3833452,0.00042769534,,,,,,,,,
29,4269,0.3923478,0.0004286524,,,,,,,,,
30,4279,0.38883847,0.00042960944,,,,,,,,,
31,4289,0.39283818,0.00043056643,,,,,,,,,
32,4299,0.37314337,0.00043152348,,,,,,,,,
33,4309,0.3872642,0.00043248053,,,,,,,,,
34,4319,0.4023521,0.00043343753,,,,,,,,,
35,4329,0.39468348,0.00043439458,,,,,,,,,
36,4339,0.38983026,0.00043535163,,,,,,,,,
37,4349,0.39117762,0.00043630862,,,,,,,,,
38,4359,0.37432507,0.00043726567,,,,,,,,,
39,4369,0.36913013,0.00043822272,,,,,,,,,
40,4379,0.38005757,0.0004391797,,,,,,,,,
41,4389,0.39332002,0.00044013676,,,,,,,,,
42,4399,0.3888532,0.0004410938,,,,,,,,,
43,4409,0.36324096,0.0004420508,,,,,,,,,
44,4419,0.38111582,0.00044300786,,,,,,,,,
45,4429,0.3733455,0.0004439649,,,,,,,,,
46,4439,0.37907895,0.0004449219,,,,,,,,,
47,4449,0.38002187,0.00044587895,,,,,,,,,
48,4459,0.39818162,0.000446836,,,,,,,,,
49,4469,0.38460985,0.000447793,,,,,,,,,
50,4479,0.38058883,0.00044875004,,,,,,,,,
51,4489,0.37175953,0.0004497071,,,,,,,,,
52,4499,0.38045117,0.00045066408,,,,,,,,,
